restaurant_id,area,city,name,price,avg_rating,total_ratings,food_type,address,delivery_time_min,primary_cuisine,delivery_pressure,rating_weakness,review_uncertainty,attention_score,attention_tier
364659,Banjara Hills,Hyderabad,Burger Dude'S,600.0,2.9,80,Fast Food,Banjara Hills,68,Fast Food,0.8665116279069768,0.8539534883720931,0.5911627906976744,80.70465116279071,Priority
352684,Banjara Hills,Hyderabad,Mendy'S Burger,500.0,2.9,80,"Continental,Beverages",Banjara Hills,68,Continental,0.8665116279069768,0.8539534883720931,0.5911627906976744,80.70465116279071,Priority
401165,Kothapet / Dilsukhnagar,Hyderabad,Milkshakes Hub N More,300.0,2.9,80,Beverages,Kothapet & Dilsukhnagar,68,Beverages,0.8665116279069768,0.8539534883720931,0.5911627906976744,80.70465116279071,Priority
420864,Banjara Hills,Hyderabad,Hero Sandwiches,250.0,2.9,80,"Fast Food,Salads,Snacks,Desserts",Banjara Hills,68,Fast Food,0.8665116279069768,0.8539534883720931,0.5911627906976744,80.70465116279071,Priority
376269,Tolichowki,Hyderabad,Baithak,450.0,3.7,20,"Continental,Beverages",Tolichowki,71,Continental,0.9102325581395349,0.6102325581395349,0.9176744186046512,80.67209302325583,Priority
48948,Nagole,Hyderabad,The Chocolate Room,500.0,3.7,50,Desserts,Arunodaya Nagar Colony,76,Desserts,0.9646511627906976,0.6102325581395349,0.7832558139534884,80.43255813953488,Priority
143664,Banjara Hills,Hyderabad,Ocean'S Basket,1500.0,3.8,20,Seafood,Banjara Hills,74,Seafood,0.944186046511628,0.5586046511627907,0.9176744186046512,80.39302325581394,Priority
442290,Uppal,Hyderabad,Shamaa Hotel,300.0,3.8,20,"Indian,North Indian,Chinese,Seafood,Biryani,Tandoor,Ice Cream",Uppal,73,Indian,0.932093023255814,0.5586046511627907,0.9176744186046512,79.84883720930233,Priority
365593,Malkajgiri,Hyderabad,Chocolate Ideas,300.0,3.8,50,Desserts  Haleem  Home Food  Healthy Food  Fast Food  Sweets  Beverages,Mahendrahills,82,Desserts  Haleem  Home Food  Healthy Food  Fast Food  Sweets  Beverages,0.9888372093023255,0.5586046511627907,0.7832558139534884,79.71395348837208,Priority
455351,Tarnaka Nacharam & Malkajigiri,Hyderabad,Nallibokka Muttonmukka,500.0,2.9,80,"Indian,Chinese,Biryani",Tarnaka Nacharam & Malkajigiri,67,Indian,0.8441860465116279,0.8539534883720931,0.5911627906976744,79.7,Priority
413611,Kothapet / Dilsukhnagar,Hyderabad,Gully Lounge,493.0,2.9,80,"Chinese,South Indian,Biryani,Juices,Beverages,Ice Cream",Kothapet & Dilsukhnagar,67,Chinese,0.8441860465116279,0.8539534883720931,0.5911627906976744,79.7,Priority
389882,Uppal,Hyderabad,Sv Food Court,149.0,2.9,80,"Chinese,Biryani",Uppal,67,Chinese,0.8441860465116279,0.8539534883720931,0.5911627906976744,79.7,Priority
310261,Khairtabad,Hyderabad,Express Cafe By Holiday Inn Express,800.0,2.9,80,"Indian,Chinese",Somajiguda,67,Indian,0.8441860465116279,0.8539534883720931,0.5911627906976744,79.7,Priority
372495,Kothapet,Hyderabad,The Burger Chefs,500.0,2.9,80,"Pizzas,Fast Food,Beverages",Nagole X Road,67,Pizzas,0.8441860465116279,0.8539534883720931,0.5911627906976744,79.7,Priority
364658,Banjara Hills,Hyderabad,Chef'S Sandwich,600.0,2.9,80,Fast Food,Banjara Hills,67,Fast Food,0.8441860465116279,0.8539534883720931,0.5911627906976744,79.7,Priority
382802,Kothapet / Dilsukhnagar,Hyderabad,Sri Surya Tiffins,150.0,2.9,80,"South Indian,Chinese,Fast Food,Snacks",Kothapet & Dilsukhnagar,67,South Indian,0.8441860465116279,0.8539534883720931,0.5911627906976744,79.7,Priority
450935,Begumpet,Hyderabad,The Hide Away Cafe,480.0,2.9,80,Chinese,Begumpet,67,Chinese,0.8441860465116279,0.8539534883720931,0.5911627906976744,79.7,Priority
380609,Banjara Hills,Hyderabad,Ab'S-Absolute Barbecues,500.0,3.5,50,"Barbecue,Biryani,Chinese",Banjara Hills,70,Barbecue,0.9013953488372092,0.6646511627906977,0.7832558139534884,79.49069767441861,Priority
8213,Uppal,Hyderabad,Crunchy'S,150.0,3.8,20,"Italian,American",Uppal Ring Road,72,Italian,0.9204651162790698,0.5586046511627907,0.9176744186046512,79.32558139534885,Priority
438631,Uppal,Hyderabad,Homelyfit,300.0,2.9,80,Healthy Food  Continental  Indian  Chinese,Uppal,66,Healthy Food  Continental  Indian  Chinese,0.8223255813953488,0.8539534883720931,0.5911627906976744,78.71627906976745,Priority
365595,Banjara Hills,Hyderabad,Gol Panipuri,500.0,2.9,80,Chaat,Banjara Hills,66,Chaat,0.8223255813953488,0.8539534883720931,0.5911627906976744,78.71627906976745,Priority
448419,Ameerpet,Hyderabad,Vishnu Priya Udipi Tiffins & Meals,250.0,2.9,80,Chinese  South Indian,Ameerpet,66,Chinese  South Indian,0.8223255813953488,0.8539534883720931,0.5911627906976744,78.71627906976745,Priority
64972,Banjara Hills,Hyderabad,24/7 Gallery Cafe - Hyatt Place Hyderabad,1500.0,2.9,80,"Italian,Indian,Continental",Hyatt Place Road No 1 Banjara Hills,66,Italian,0.8223255813953488,0.8539534883720931,0.5911627906976744,78.71627906976745,Priority
396274,Kothapet / Dilsukhnagar,Hyderabad,Lalaji Dilli Wale Chaat,300.0,2.9,80,"Chaat,Fast Food,Maharashtrian,Beverages",Kothapet & Dilsukhnagar,66,Chaat,0.8223255813953488,0.8539534883720931,0.5911627906976744,78.71627906976745,Priority
417169,Kothapet / Dilsukhnagar,Hyderabad,Platform 65,400.0,3.3,20,"Indian,North Indian,Chinese,Desserts,Beverages",Kothapet & Dilsukhnagar,64,Indian,0.7855813953488372,0.6916279069767441,0.9176744186046512,77.91162790697675,Priority
457870,Uppal,Hyderabad,Saarangi Restaurant,590.0,2.9,80,South Indian  North Indian,Uppal,65,South Indian  North Indian,0.8037209302325582,0.8539534883720931,0.5911627906976744,77.87906976744188,Priority
264137,Ameerpet,Hyderabad,Scoops Ameerpet,250.0,2.9,80,Ice Cream  Desserts  Beverages,Ameerpet,65,Ice Cream  Desserts  Beverages,0.8037209302325582,0.8539534883720931,0.5911627906976744,77.87906976744188,Priority
408756,Banjara Hills,Hyderabad,Lassi & Falooda Co,200.0,2.9,80,"Beverages,Healthy Food,Juices",Banjara Hills,65,Beverages,0.8037209302325582,0.8539534883720931,0.5911627906976744,77.87906976744188,Priority
410603,Banjara Hills,Hyderabad,Nizami Shawarma,250.0,2.9,80,"Arabian,Beverages",Banjara Hills,65,Arabian,0.8037209302325582,0.8539534883720931,0.5911627906976744,77.87906976744188,Priority
409412,Tolichowki,Hyderabad,Bombay Kulfis,100.0,2.9,80,Desserts,Tolichowki,65,Desserts,0.8037209302325582,0.8539534883720931,0.5911627906976744,77.87906976744188,Priority
406780,Kothapet / Dilsukhnagar,Hyderabad,Fipola Grill House,400.0,2.9,80,"Seafood,Snacks,Grill",Kothapet & Dilsukhnagar,65,Seafood,0.8037209302325582,0.8539534883720931,0.5911627906976744,77.87906976744188,Priority
380806,Kharkhana & Trimulgherry,Hyderabad,Balaji Jainarayan Mithai Bhandar,300.0,3.8,20,Sweets  Snacks  Bengali,Kharkhana & Trimulgherry,69,Sweets  Snacks  Bengali,0.8869767441860466,0.5586046511627907,0.9176744186046512,77.81860465116279,Priority
435979,Jubilee Hills,Hyderabad,Nue Cafe,800.0,3.9,20,"Pastas,Snacks,Salads,Juices,Sweets,Bakery,Beverages,Continental,Italian",Jubilee Hills,73,Pastas,0.932093023255814,0.4958139534883721,0.9176744186046512,77.65116279069768,Priority
43652,Kothapet,Hyderabad,Suruchi Biryani House,300.0,3.4,50,"North Indian,Chinese,Biryani,Hyderabadi",Sowbhagya Nagar,67,North Indian,0.8441860465116279,0.6804651162790698,0.7832558139534884,77.46976744186045,Priority
320739,New Gayatri Nagar,Hyderabad,Wholesale Cakes,300.0,3.4,50,Bakery  Desserts,Kothapet & Dilsukhnagar,67,Bakery  Desserts,0.8441860465116279,0.6804651162790698,0.7832558139534884,77.46976744186045,Priority
348285,Gunrock Enclave,Hyderabad,Maharaja Dosa,200.0,3.6,20,South Indian,Kharkhana & Trimulgherry,65,South Indian,0.8037209302325582,0.6446511627906977,0.9176744186046512,77.08372093023257,Priority
369953,Huda Complex,Hyderabad,Burger Eat'S,300.0,2.9,80,"Snacks,Biryani,Fast Food",Kothapet & Dilsukhnagar,64,Snacks,0.7855813953488372,0.8539534883720931,0.5911627906976744,77.06279069767443,Priority
438489,Uppal,Hyderabad,Smoothie Bar,300.0,2.9,80,Beverages,Uppal,64,Beverages,0.7855813953488372,0.8539534883720931,0.5911627906976744,77.06279069767443,Priority
383042,Begumpet,Hyderabad,Trio La Patisserie,400.0,2.9,80,Bakery  Desserts,Begumpet,64,Bakery  Desserts,0.7855813953488372,0.8539534883720931,0.5911627906976744,77.06279069767443,Priority
442807,Jillelaguda,Hyderabad,Chai Amruth,110.0,2.9,80,Beverages,Vanasthalipuram,64,Beverages,0.7855813953488372,0.8539534883720931,0.5911627906976744,77.06279069767443,Priority
